25.5
26
26
25.5
25.5
25
25
25
26
26
22
19.5
12.5
23
23.5
10
24
28
13.5
13.5
25
28
29.5
30
29
27.5
27
28
30.5
31
31
30.5
30
24.5
29
29.5
30
30.5
29
29.5
28
27.5
27.5
29
28.5
27
26
28.5
26
25.5
27
28.5
